type,title,location,site_visit_date,ROM,solicitationNumber,department,typeOfSetAsideDescription,responseDeadLine,postedDate,naicsCode,active,organizationType,fullParentPathName,uiLink,archiveDate,fullParentPathCode,typeOfSetAside,Queried_NAICS,resourceLinks,additionalInfoLink,award,baseType
Solicitation,656-26-702  EHRM DDPO 2.0,"Saint Cloud, Minnesota",,,36C26326B0028-0002,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-08T10:00:00-05:00,2026-05-26,238210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 23 (36C263)",https://sam.gov/workspace/contract/opp/579d6c3c22f34947b11dbc19c6f95b7b/view,2026-12-31,036.3600.36C263,SDVOSBC,238210,,,,Presolicitation
Solicitation,Shenango River Lake Water Tank Rehabiliation,Not Specified,,"$45,000,000.00",W911WN26BA014,,Total Small Business Set-Aside (FAR 19.5),2026-06-30T11:00:00-04:00,2026-05-28,237110,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST PITTSBURGH.W072 ENDIST PITTSBURGH,https://sam.gov/workspace/contract/opp/ffeca1ae88c8440998776dbd7c4c0d67/view,2026-07-15,021.2100.USACE.LRD.LRP.W911WN,SBA,237110,,,,Solicitation
Solicitation,J--PAIS - Replace Buoys and NAV. Signs,"Corpus Christi, Texas",,,140P6026Q0043,,Total Small Business Set-Aside (FAR 19.5),2026-06-05T10:00:00-05:00,2026-05-27,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",https://sam.gov/workspace/contract/opp/dc681e4fb6cb44bd9bf6977ed388dfb0/view,2026-06-20,014.1443.140P60,SBA,237990,,,,Solicitation
Solicitation,Repair/Replace Traffic Lights,"Little Rock Air Force Base, Arkansas",,,FA446026Q0383,,Total Small Business Set-Aside (FAR 19.5),2026-06-11T15:00:00-05:00,2026-05-29,238210,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR MOBILITY COMMAND.FA4460  19 CONS PKA,https://sam.gov/workspace/contract/opp/57404f26e53c4bba986fa47802a08ddd/view,2026-06-26,057.5700.AMC.FA4460,SBA,238210,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8aa4c26e937c434496da76bd05348c2e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b8b3760c70a146918bb68593dd0f8c6e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e48ba63fabf04dbe8321a38bd63edbae/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/eff37c95d37a43dfab2bf35bd9f18428/download']",,,Solicitation
Solicitation,Replace Fuel Tanks and Associated Lines - Rec Camp,"San Angelo, Texas",,,FA303026Q0012,,Total Small Business Set-Aside (FAR 19.5),2026-06-17T15:00:00-05:00,2026-06-11,237120,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.FA3030  17 CONS CC,https://sam.gov/workspace/contract/opp/f4085e73d9014af1b5797354be9285df/view,2026-07-02,057.5700.AETC.FA3030,SBA,237120,,,,Solicitation
Solicitation,FOSM - Replace Backflow Prevention Assemblies,"Fort Smith, Arkansas",,,140P6026Q0025,,Total Small Business Set-Aside (FAR 19.5),2026-06-26T12:00:00-05:00,2026-05-27,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",https://sam.gov/workspace/contract/opp/d3179646d3434fc9a97d31b2cfbee27d/view,2026-07-11,014.1443.140P60,SBA,237110,,,,Sources Sought
Solicitation,"ACEP WRE Easement Repair (Dike Repair)-Madison Township, Perry County, Ohio","Madison, Ohio",,,12FPC326B0006,,Total Small Business Set-Aside (FAR 19.5),2026-06-30T14:00:00-05:00,2026-05-27,237990,Yes,OFFICE,"AGRICULTURE, DEPARTMENT OF.FARM PRODUCTION AND CONSERVATION BUSINESS CENTER.FPAC BUS CNTR-ACQ DIV",https://sam.gov/workspace/contract/opp/835db769ffad403ca7c28ac6bf961623/view,2026-07-15,012.12D0.12FPAC,SBA,237990,,,,Solicitation
Solicitation,Z--MN VLY NWR-HOGBACK LEVEE-FLOOD REPAIR,Not Specified,,,140FC226R0002,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T15:00:00-05:00,2026-06-15,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 2",https://sam.gov/workspace/contract/opp/5beda9cdb2f0492ab3650b221051d2ed/view,2026-07-25,014.1448.140FC2,SBA,237990,,,,Solicitation
Presolicitation,J065--Variable Frequency Drive Maintenance,Not Specified,,,36C25226Q0426,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T06:00:00-05:00,2026-05-27,238210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.252-NETWORK CONTRACT OFFICE 12 (36C252)",https://sam.gov/workspace/contract/opp/09ecd9ec452c446ab3e31adda2bd5251/view,2026-07-22,036.3600.36C252,SBA,238210,,,{'awardee': {}},Presolicitation
Solicitation,MACA-REHAB ENTRANCE SIGNS/PARKING AREAS,Not Specified,,,140P5326R0006,,Total Small Business Set-Aside (FAR 19.5),2026-07-08T16:00:00-04:00,2026-06-05,237310,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",https://sam.gov/workspace/contract/opp/b30f21d4af1b43bc9aaf8152810bbdd2/view,2026-07-23,014.1443.140P54,SBA,237310,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/19860c5e7b654c73b3740b777ab29c07/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1aa127318e9a4603a4fa2574fb68f3a6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5e811b796d0e40fdaddd43230ed4e247/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ca396ee3bc2c41e88efc9dd6208cc2e9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ec23300d3cd94899881b40750e74171d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fec553a3046842a19b11ec9fc07264e8/download']",,,Presolicitation
Solicitation,Z--GRPO - Mile Creek Stone Trail Bridge,"Grand Portage, Minnesota",,,140P6026B0005,,Total Small Business Set-Aside (FAR 19.5),2026-06-29T10:00:00-05:00,2026-05-28,237310,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",https://sam.gov/workspace/contract/opp/17f7fdce05294ea596d764c7e92f7f14/view,2026-07-14,014.1443.140P60,SBA,237310,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1222200ac3994a10a15a1f74098b58cb/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/545aa55a8adc46e3a3a33efcd6b97d16/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5a1d2718c0cb4fe594642870a5705f44/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/62f4a6e89fac4c698cf07722759201b8/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6b882f4b18684369b71def6750c5e466/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e44da54299a64019a072906e87293f37/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ea4aa36fbf5d488ab6deb6187357089e/download']",,,Solicitation
Solicitation,Atlantic Intracoastal Waterway (AIWW) Snows Cut Shoreline Erosion Bank Stabilization,Not Specified,,,W912PM26BA001,,Total Small Business Set-Aside (FAR 19.5),2026-07-09T13:00:00-04:00,2026-06-17,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST WILMINGTON.W074 ENDIST WILMINGTON,https://sam.gov/workspace/contract/opp/34a70ccb255d409da90714deecf097fc/view,2027-06-17,021.2100.USACE.SAD.SAW.W912PM,SBA,237990,,,,Solicitation
Solicitation,Z--Ste. Genevieve National Historical Park - Well Dec,"CRYSTAL CTY, Missouri",,,140P6026Q0031,,Total Small Business Set-Aside (FAR 19.5),2026-06-05T10:00:00-05:00,2026-05-28,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR MIDWEST REGION(60000)",https://sam.gov/workspace/contract/opp/7cc330541f524d239d24019ebbce8f1c/view,2026-06-20,014.1443.140P60,SBA,237110,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1f8d20451a854fb2b84c4b0251d33cb9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/319e769d13094f7286a6fcba7da42c39/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4ad922ae890f4c0096425cf84e4a4d97/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4b8a98138f204c0faab6aff9ddb081e7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9f320afc57ce4a0abe6eaa70814d34fa/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b0faf3aaf6ca4100a2f896cecc624995/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d335717cf96d4c6a80a330de623bb12f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f5eb29b6d90440d6aaebc3cb62a5c827/download']",,,Solicitation
Solicitation,Repair Ft. Griffin Ave (Phase 5),"Goodfellow AFB, Texas",,,FA303026R0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-08T09:00:00-05:00,2026-05-28,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.FA3030  17 CONS CC,https://sam.gov/workspace/contract/opp/66ecf32ce31a452f9a02bd89b0307e32/view,2026-06-23,057.5700.AETC.FA3030,SBA,237310,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2be4cd42908f44f9b39d1c32b7a53647/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3f3cd36d62f04cbfa345f495212d7992/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/78b877b9219f4bb7bef65bb90ce89668/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9bc3178358cf45bc9073fa6527c3df2a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a49effec56a8422782c2884171907976/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/abcc89071176490589dcf7c177e141c3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/adff8983f3984af9b395e895c7737762/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c3e1360b835f4ff0b1d58069e74b2620/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c51df90805024146ab325a4aa480ff0f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d6b41de7a8144a20b12fbc602d01d2a3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d9748315740e42efba2c876bce4e11ee/download']",,,Solicitation
Solicitation,656-26-702  EHRM DDPO 2.0,"Saint Cloud, Minnesota",,,36C26326B0028-0003,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-08T10:00:00-05:00,2026-05-29,238210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 23 (36C263)",https://sam.gov/workspace/contract/opp/30bcd822c62b43378a645c917c5f3158/view,2026-12-31,036.3600.36C263,SDVOSBC,238210,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/24de0e0e13124bcda3686d7807f2b3ac/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7e9034152ded4539958c4eba4da4fd95/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e75238f76f0c4f1aa3444f4aef3e3cdf/download']",,,Presolicitation
Solicitation,"West Shore Lake Pontchartrain, Louisiana, Hurricane and Storm Damage Risk Reduction Project, WSLP-103A Levee, Floodwall and Gate, Sta. 819+87 B/L to Sta. 827+95 B/L, St. John the Baptist Parish, Louisiana ED 24-025","New Orleans, Louisiana",,,W912P826BA041,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T11:00:00-05:00,2026-06-12,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST NEW ORLEANS.W07V ENDIST NEW ORLEANS,https://sam.gov/workspace/contract/opp/80ffe73d17b74a458e10f1e496be9001/view,2026-07-01,021.2100.USACE.MVD.MVN.W912P8,SBA,237990,,,,Solicitation
Solicitation,618-26-702 EHRM Install DDPO 2,"Minneapolis, Minnesota",,,36C26326B0030-0004,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-09T10:00:00-05:00,2026-05-29,238210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 23 (36C263)",https://sam.gov/workspace/contract/opp/7cd1e233272f4d11a74c1efebdb2bdb1/view,2026-12-31,036.3600.36C263,SDVOSBC,238210,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2e29cb53f6224317a1bf3e78abf90753/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7dcabbfff543409ba21a1ccd747eb793/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c8e3d583f7c042ee9c38888870eeeac7/download']",,,Presolicitation
Solicitation,618-26-702 EHRM Install DDPO 2,"Minneapolis, Minnesota",,,36C26326B0030-0003,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-09T10:00:00-05:00,2026-05-28,238210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NETWORK CONTRACT OFFICE 23 (36C263)",https://sam.gov/workspace/contract/opp/55d04e896e3242b9811a01c633bdf9d2/view,2026-12-31,036.3600.36C263,SDVOSBC,238210,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3dcf09f6e030459ba3b3c4ad6f38fcdf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6eced8b22d834170b7c8490246c0e5f0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b9b006d9e09243b4b003b57b0075346d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e82d1a2c6e9d40228dabbfe93b741a5c/download']",,,Presolicitation
Solicitation,"Y--Grade and Pave, Lassen Volcanic NP",Not Specified,,,140P8426Q0035,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T17:00:00-07:00,2026-06-12,237310,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR SF/SEA MABO(85000)",https://sam.gov/workspace/contract/opp/8e60a87cb4304170baf93e8a2d7a9970/view,2026-07-01,014.1443.140P85,SBA,237310,,,,Solicitation
Solicitation,Z--CT SWITCHGEAR REPLACEMENT STAMPEDE PP,Not Specified,,,140R2026R0007,,Total Small Business Set-Aside (FAR 19.5),2026-06-27T17:00:00-07:00,2026-06-11,238210,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.MP-REGIONAL OFFICE",https://sam.gov/workspace/contract/opp/5441a58322bb4d9b8b0d73819d894e3f/view,2026-07-12,014.1425.140R20,SBA,238210,,,,Solicitation
Solicitation,U.S. ARMY 63RD READINESS DIVISION MILCON ERCIP MICROGRID,Not Specified,,"$10,000,000 to $25,000,000 | Estimated Cost Range is between $10,000,000 to $25,000,000 | $45,000,000",W9123826RA016,,Total Small Business Set-Aside (FAR 19.5),2026-07-13T12:00:00-07:00,2026-06-17,237130,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SAN FRANCISCO.W075 ENDIST SAN FRAN,https://sam.gov/workspace/contract/opp/15fc1555290e4c70bcbfadfff5faec65/view,2027-06-17,021.2100.USACE.SPD.SPN.W912P7,SBA,237130,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/019a031bda994635b29992bc51105112/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2665d945b70144c684384bbaa28a23a2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8cb3e401198f4acfa3fff6eaf490067b/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ce6e9f876c8544978db6787db8ee4635/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cfd238ea8ff7487ebe7c44f8a398ff88/download']",,,Solicitation
Solicitation,Oregon/Washington Clamshell Maintenance Dredging 2026,Not Specified,,,W9127N26BA015,,Total Small Business Set-Aside (FAR 19.5),2026-07-06T14:00:00-07:00,2026-06-04,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST PORTLAND.W071 ENDIST PORTLAND,https://sam.gov/workspace/contract/opp/388d9ac7e94a430fa4e05f4439d1ddc8/view,2026-07-21,021.2100.USACE.NWD.NWP.W9127N,SBA,237990,,,,Presolicitation
Presolicitation,"Rail Curves Package 3 for MOTCO, CA","Concord, California",,"$6,000,000 and $9,000,000 | $6,000,000 | $9,000,000",W9123826BA011,,Total Small Business Set-Aside (FAR 19.5),2026-06-11T10:00:00-07:00,2026-05-28,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH PACIFIC.ENDIST SACRAMENTO.W075 ENDIST SACRAMENTO,https://sam.gov/workspace/contract/opp/c7ece123e4ff49b7af348d815aaa46be/view,2026-06-26,021.2100.USACE.SPD.SPK.W91238,SBA,237990,,,,Sources Sought
Presolicitation,Z2DA--FY26 NRM  590-24-115 Public Address System,"Hampton, Virginia",,"$2,000,000 and $5,000,000 | $19 million | $2,000,000",36C24626R0067,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-07-13T09:00:00-04:00,2026-05-28,238210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.246-NETWORK CONTRACTING OFFICE 6 (36C246)",https://sam.gov/workspace/contract/opp/71a5a3c8e8134ea0b9d736ced39cb57d/view,2026-10-20,036.3600.36C246,SDVOSBC,238210,['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8923c8ae07794336b3c5cdcfd2dbda30/download'],,{'awardee': {}},Presolicitation
Solicitation,"Beresford Substation Stage 11, South Dakota",Not Specified,,,89503426BWA000068,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T15:30:00-05:00,2026-06-15,237130,Yes,OFFICE,"ENERGY, DEPARTMENT OF.ENERGY, DEPARTMENT OF.WESTERN-UPPER GREAT PLAINS REGION",https://sam.gov/workspace/contract/opp/b02867748e7c48d6b159f542cd4beb12/view,2026-07-30,089.8900.895034,SBA,237130,,,,Presolicitation
Solicitation,"Storage Building Parking Lot Installation and Paving, Buffumville Lake, Charlton, MA",Not Specified,,"$100,000 and $250,000 | $100,000 | $250,000",W912WJ26QA119,,Total Small Business Set-Aside (FAR 19.5),2026-06-26T17:00:00-04:00,2026-06-16,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST NEW ENGLAND.W2SD ENDIST NEW ENGLAND,https://sam.gov/workspace/contract/opp/e59aead831ff41369fd8c1e040418a6e/view,2026-07-11,021.2100.USACE.NAD.NAE.W912WJ,SBA,237310,,,,Presolicitation
Presolicitation,Conemaugh Dam Gantry Crane Machinery Housing Roof Replacement,"Saltsburg, Pennsylvania",,"$45,000,000.00",W911WN26BA008,,Total Small Business Set-Aside (FAR 19.5),,2026-05-29,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION GREAT LAKES AND OHIO.ENDIST PITTSBURGH.W072 ENDIST PITTSBURGH,https://sam.gov/workspace/contract/opp/f4abe79810544ceea4c7ba954cd9ab56/view,2026-06-30,021.2100.USACE.LRD.LRP.W911WN,SBA,237990,,,,Presolicitation
Presolicitation,Levee Repair at MRLS L246,Not Specified,,"$1,000,000 and $5,000,000 | $1,000,000 | $5,000,000",PANNWD26P0000028054,,Total Small Business Set-Aside (FAR 19.5),,2026-05-28,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST KANSAS CITY.W071 ENDIST KANSAS CITY,https://sam.gov/workspace/contract/opp/10cbe47ec5c645bf8eb91ac3ed1eb296/view,2027-05-28,021.2100.USACE.NWD.NWK.W912DQ,SBA,237990,,,,Presolicitation
Solicitation,Z--Trail Replacement,Not Specified,,,140P6426B0002,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T12:00:00-04:00,2026-06-10,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",https://sam.gov/workspace/contract/opp/e7b2dcb0f78943c79892d4ef93962971/view,2026-08-31,014.1443.140P64,SBA,237990,,,,Solicitation
Solicitation,VA-RAPPAHANNOCK RIV NWR-WELL DRILLING,Not Specified,,,140FC226Q0033,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T12:00:00-04:00,2026-06-01,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 3",https://sam.gov/workspace/contract/opp/85c26bf0a65c405a824c807e369747f5/view,2026-07-08,014.1448.140FC3,SBA,237110,,,,Solicitation
Presolicitation,Absecon Island Outfalls Repair,Not Specified,,,W912BU26BA026,,Total Small Business Set-Aside (FAR 19.5),2026-06-16T14:00:00-04:00,2026-06-01,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST PHILADELPHIA.W2SD ENDIST PHILADELPHIA,https://sam.gov/workspace/contract/opp/b7578d12ae114e5ba59609a8613b0c9b/view,2027-06-01,021.2100.USACE.NAD.NAP.W912BU,SBA,237990,,,,Presolicitation
Solicitation,"Memphis National Cemetery, National Shrine Project","Memphis, Tennessee",,,36C78626B0019,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-12T15:00:00-05:00,2026-06-01,237990,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",https://sam.gov/workspace/contract/opp/ca569f661bfc40b4a6c019bd97cf3d16/view,2026-08-03,036.3600.36C786,SDVOSBC,237990,,,,Solicitation
Solicitation,North Texas Hospital Patient Porters,"San Antonio, Texas",,,36C25726Q0551,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-17T10:00:00-05:00,2026-06-10,561210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.257-NETWORK CONTRACT OFFICE 17 (36C257)",https://sam.gov/workspace/contract/opp/88dabe90bd5e434a9b26a7d448423a4c/view,2026-07-02,036.3600.36C257,SDVOSBC,561210,,,,Solicitation
Solicitation,"Base Operations Support Contract (BOSC) for Naval Air Weapons Station (NAWS) China Lake, California and Other Locations as Approved",Not Specified,,,N6247326R9953,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T14:00:00-07:00,2026-06-15,561210,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SOUTHWEST SW.NAVFACSYSCOM SOUTHWEST,https://sam.gov/workspace/contract/opp/eacb4420c7f84631b380446b6b431b64/view,2027-06-01,017.1700.NAVFAC.NAVFAC PACIFIC CMD.NAVFAC SW.N62473,SBA,561210,,,,Solicitation
Presolicitation,Z--NIFC 410B RSC FIRE ALARM REPLACE,Not Specified,,$19M,140L3726R0006,,Total Small Business Set-Aside (FAR 19.5),2026-08-28T17:00:00-06:00,2026-06-01,238210,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.NATIONAL INTERAGENCY FIRE CENTER",https://sam.gov/workspace/contract/opp/49dca8bce3ec4c11a4c1390b14fb16db/view,2026-09-30,014.1422.140L37,SBA,238210,,,,Presolicitation
Solicitation,FY26 Brunswick Inner Harbor Dredging Project,Not Specified,,,W912HN26BA008,,Total Small Business Set-Aside (FAR 19.5),2026-07-17T13:00:00-04:00,2026-06-17,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST SAVANNAH.W074 ENDIST SAVANNAH,https://sam.gov/workspace/contract/opp/3db6787d60664e98b197109170ea71ef/view,2027-06-17,021.2100.USACE.SAD.SAS.W912HN,SBA,237990,,,,Presolicitation
Solicitation,Y--FORT HOWES WATER STORAGE TANK,Not Specified,,,140L3626Q0032,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T17:00:00-06:00,2026-06-08,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",https://sam.gov/workspace/contract/opp/10b1889ade70415cacd9c106a7b59d95/view,2026-07-30,014.1422.140L36,SBA,237110,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2eaf06ab815e4f0ab9d2a40f0d099c1e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5abcf861cd704bf584c47881069cbf76/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/6ab2f17d255242f5b74d763212c5d93e/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8a330903283f4ce2bbf7cfbfec17b9f1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/97597e248dec495e992ed804b4f1f351/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b2ac0ae16ad14ec89737a5430d64e0c1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d03d2dbf7b694010bfdd09eaad3b5646/download']",,,Solicitation
Solicitation,Z--ZION- Crawford Dam Removal and Diversion,Not Specified,,,140P6426B0008,,Total Small Business Set-Aside (FAR 19.5),2026-07-08T12:00:00-04:00,2026-06-02,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR OHIO(64000)",https://sam.gov/workspace/contract/opp/139f0a92ba8f47a5b0602373141a1438/view,2026-09-30,014.1443.140P64,SBA,237990,,,,Solicitation
Presolicitation,Repair Carswell Ave.,"DWG, Texas",,,FA301626FB0001,,Women-Owned Small Business,2026-06-17T12:00:00-05:00,2026-06-02,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR EDUCATION AND TRAINING COMMAND.JOINT BASE SAN ANTONIO.FA3016  502 CONS CL,https://sam.gov/workspace/contract/opp/66130fb15e8d4691b3250d9416a65f12/view,2026-07-02,057.5700.AETC.JBSA.FA3016,WOSB,237310,,,,Presolicitation
